subject,block,batch,matched_block_id,profile,variant,policy,final_status,warning,decision_rule,attempts_consumed,consumed_attempt_ids,research_only_attempt_ids,prefix_categories,S,E,M,N,prefix_elapsed_s,prefix_capacity_vcpu_h,indeterminate_reason
etcd5509,7,B,c1v1-etcd5509-b07,L,V_bad,P3,BLOCK,,"accept on first zero, block after 3 nonzero",3,c1v1-measured-etcd5509-b07-L-bad-a1 c1v1-measured-etcd5509-b07-L-bad-a2 c1v1-measured-etcd5509-b07-L-bad-a3,,FOCAL_DEFECT_WITNESS | FOCAL_DEFECT_WITNESS | FOCAL_DEFECT_WITNESS,1,1,0,,135.882,0.07986,
etcd5509,7,B,c1v1-etcd5509-b07,L,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd5509-b07-L-ok-a1,c1v1-measured-etcd5509-b07-L-ok-a2 c1v1-measured-etcd5509-b07-L-ok-a3,PASS,,,,0,0.503,0.00174,
etcd5509,7,B,c1v1-etcd5509-b07,L,V_bad,P3-retain,BLOCK,,P3 decision; flag accept after failure,3,c1v1-measured-etcd5509-b07-L-bad-a1 c1v1-measured-etcd5509-b07-L-bad-a2 c1v1-measured-etcd5509-b07-L-bad-a3,,FOCAL_DEFECT_WITNESS | FOCAL_DEFECT_WITNESS | FOCAL_DEFECT_WITNESS,1,1,0,,135.882,0.07986,
etcd5509,7,B,c1v1-etcd5509-b07,L,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd5509-b07-L-ok-a1,c1v1-measured-etcd5509-b07-L-ok-a2 c1v1-measured-etcd5509-b07-L-ok-a3,PASS,,,,0,0.503,0.00174,
etcd5509,8,B,c1v1-etcd5509-b08,R,V_bad,P1,BLOCK,,first attempt only,1,c1v1-measured-etcd5509-b08-R-bad-a1,c1v1-measured-etcd5509-b08-R-bad-a2 c1v1-measured-etcd5509-b08-R-bad-a3,FOCAL_DEFECT_WITNESS,1,1,0,,45.533,0.214178,
etcd5509,8,B,c1v1-etcd5509-b08,R,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd5509-b08-R-ok-a1,c1v1-measured-etcd5509-b08-R-ok-a2 c1v1-measured-etcd5509-b08-R-ok-a3,PASS,,,,0,0.499,0.013859,
etcd5509,8,B,c1v1-etcd5509-b08,R,V_bad,P3,BLOCK,,"accept on first zero, block after 3 nonzero",3,c1v1-measured-etcd5509-b08-R-bad-a1 c1v1-measured-etcd5509-b08-R-bad-a2 c1v1-measured-etcd5509-b08-R-bad-a3,,FOCAL_DEFECT_WITNESS | FOCAL_DEFECT_WITNESS | FOCAL_DEFECT_WITNESS,1,1,0,,136.346,0.6413,
etcd5509,8,B,c1v1-etcd5509-b08,R,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd5509-b08-R-ok-a1,c1v1-measured-etcd5509-b08-R-ok-a2 c1v1-measured-etcd5509-b08-R-ok-a3,PASS,,,,0,0.499,0.013859,
etcd5509,8,B,c1v1-etcd5509-b08,R,V_bad,P3-retain,BLOCK,,P3 decision; flag accept after failure,3,c1v1-measured-etcd5509-b08-R-bad-a1 c1v1-measured-etcd5509-b08-R-bad-a2 c1v1-measured-etcd5509-b08-R-bad-a3,,FOCAL_DEFECT_WITNESS | FOCAL_DEFECT_WITNESS | FOCAL_DEFECT_WITNESS,1,1,0,,136.346,0.6413,
etcd5509,8,B,c1v1-etcd5509-b08,R,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd5509-b08-R-ok-a1,c1v1-measured-etcd5509-b08-R-ok-a2 c1v1-measured-etcd5509-b08-R-ok-a3,PASS,,,,0,0.499,0.013859,
etcd5509,8,B,c1v1-etcd5509-b08,L,V_bad,P1,BLOCK,,first attempt only,1,c1v1-measured-etcd5509-b08-L-bad-a1,c1v1-measured-etcd5509-b08-L-bad-a2 c1v1-measured-etcd5509-b08-L-bad-a3,FOCAL_DEFECT_WITNESS,1,1,0,,45.361,0.026652,
etcd5509,8,B,c1v1-etcd5509-b08,L,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd5509-b08-L-ok-a1,c1v1-measured-etcd5509-b08-L-ok-a2 c1v1-measured-etcd5509-b08-L-ok-a3,PASS,,,,0,0.591,0.001793,
etcd5509,8,B,c1v1-etcd5509-b08,L,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",2,c1v1-measured-etcd5509-b08-L-bad-a1 c1v1-measured-etcd5509-b08-L-bad-a2,c1v1-measured-etcd5509-b08-L-bad-a3,FOCAL_DEFECT_WITNESS | PASS,0,1,1,,45.884,0.02842,
etcd5509,8,B,c1v1-etcd5509-b08,L,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd5509-b08-L-ok-a1,c1v1-measured-etcd5509-b08-L-ok-a2 c1v1-measured-etcd5509-b08-L-ok-a3,PASS,,,,0,0.591,0.001793,
etcd5509,8,B,c1v1-etcd5509-b08,L,V_bad,P3-retain,ACCEPT,ACCEPT_WITH_PRIOR_FAILURE,P3 decision; flag accept after failure,2,c1v1-measured-etcd5509-b08-L-bad-a1 c1v1-measured-etcd5509-b08-L-bad-a2,c1v1-measured-etcd5509-b08-L-bad-a3,FOCAL_DEFECT_WITNESS | PASS,0,1,1,,45.884,0.02842,
etcd5509,8,B,c1v1-etcd5509-b08,L,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd5509-b08-L-ok-a1,c1v1-measured-etcd5509-b08-L-ok-a2 c1v1-measured-etcd5509-b08-L-ok-a3,PASS,,,,0,0.591,0.001793,
etcd5509,9,B,c1v1-etcd5509-b09,R,V_bad,P1,BLOCK,,first attempt only,1,c1v1-measured-etcd5509-b09-R-bad-a1,c1v1-measured-etcd5509-b09-R-bad-a2 c1v1-measured-etcd5509-b09-R-bad-a3,FOCAL_DEFECT_WITNESS,1,1,0,,45.421,0.213595,
etcd5509,9,B,c1v1-etcd5509-b09,R,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd5509-b09-R-ok-a1,c1v1-measured-etcd5509-b09-R-ok-a2 c1v1-measured-etcd5509-b09-R-ok-a3,PASS,,,,0,0.512,0.01392,
etcd5509,9,B,c1v1-etcd5509-b09,R,V_bad,P3,BLOCK,,"accept on first zero, block after 3 nonzero",3,c1v1-measured-etcd5509-b09-R-bad-a1 c1v1-measured-etcd5509-b09-R-bad-a2 c1v1-measured-etcd5509-b09-R-bad-a3,,FOCAL_DEFECT_WITNESS | FOCAL_DEFECT_WITNESS | FOCAL_DEFECT_WITNESS,1,1,0,,136.264,0.640269,
etcd5509,9,B,c1v1-etcd5509-b09,R,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd5509-b09-R-ok-a1,c1v1-measured-etcd5509-b09-R-ok-a2 c1v1-measured-etcd5509-b09-R-ok-a3,PASS,,,,0,0.512,0.01392,
etcd5509,9,B,c1v1-etcd5509-b09,R,V_bad,P3-retain,BLOCK,,P3 decision; flag accept after failure,3,c1v1-measured-etcd5509-b09-R-bad-a1 c1v1-measured-etcd5509-b09-R-bad-a2 c1v1-measured-etcd5509-b09-R-bad-a3,,FOCAL_DEFECT_WITNESS | FOCAL_DEFECT_WITNESS | FOCAL_DEFECT_WITNESS,1,1,0,,136.264,0.640269,
etcd5509,9,B,c1v1-etcd5509-b09,R,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd5509-b09-R-ok-a1,c1v1-measured-etcd5509-b09-R-ok-a2 c1v1-measured-etcd5509-b09-R-ok-a3,PASS,,,,0,0.512,0.01392,
etcd5509,9,B,c1v1-etcd5509-b09,L,V_bad,P1,BLOCK,,first attempt only,1,c1v1-measured-etcd5509-b09-L-bad-a1,c1v1-measured-etcd5509-b09-L-bad-a2 c1v1-measured-etcd5509-b09-L-bad-a3,FOCAL_DEFECT_WITNESS,1,1,0,,45.426,0.026683,
etcd5509,9,B,c1v1-etcd5509-b09,L,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd5509-b09-L-ok-a1,c1v1-measured-etcd5509-b09-L-ok-a2 c1v1-measured-etcd5509-b09-L-ok-a3,PASS,,,,0,0.439,0.001694,
etcd5509,9,B,c1v1-etcd5509-b09,L,V_bad,P3,BLOCK,,"accept on first zero, block after 3 nonzero",3,c1v1-measured-etcd5509-b09-L-bad-a1 c1v1-measured-etcd5509-b09-L-bad-a2 c1v1-measured-etcd5509-b09-L-bad-a3,,FOCAL_DEFECT_WITNESS | FOCAL_DEFECT_WITNESS | FOCAL_DEFECT_WITNESS,1,1,0,,136.18,0.080004,
etcd5509,9,B,c1v1-etcd5509-b09,L,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd5509-b09-L-ok-a1,c1v1-measured-etcd5509-b09-L-ok-a2 c1v1-measured-etcd5509-b09-L-ok-a3,PASS,,,,0,0.439,0.001694,
etcd5509,9,B,c1v1-etcd5509-b09,L,V_bad,P3-retain,BLOCK,,P3 decision; flag accept after failure,3,c1v1-measured-etcd5509-b09-L-bad-a1 c1v1-measured-etcd5509-b09-L-bad-a2 c1v1-measured-etcd5509-b09-L-bad-a3,,FOCAL_DEFECT_WITNESS | FOCAL_DEFECT_WITNESS | FOCAL_DEFECT_WITNESS,1,1,0,,136.18,0.080004,
etcd5509,9,B,c1v1-etcd5509-b09,L,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd5509-b09-L-ok-a1,c1v1-measured-etcd5509-b09-L-ok-a2 c1v1-measured-etcd5509-b09-L-ok-a3,PASS,,,,0,0.439,0.001694,
etcd5509,10,B,c1v1-etcd5509-b10,R,V_bad,P1,BLOCK,,first attempt only,1,c1v1-measured-etcd5509-b10-R-bad-a1,c1v1-measured-etcd5509-b10-R-bad-a2 c1v1-measured-etcd5509-b10-R-bad-a3,FOCAL_DEFECT_WITNESS,1,1,0,,45.431,0.213519,
etcd5509,10,B,c1v1-etcd5509-b10,R,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd5509-b10-R-ok-a1,c1v1-measured-etcd5509-b10-R-ok-a2 c1v1-measured-etcd5509-b10-R-ok-a3,PASS,,,,0,0.531,0.01393,
etcd5509,10,B,c1v1-etcd5509-b10,R,V_bad,P3,BLOCK,,"accept on first zero, block after 3 nonzero",3,c1v1-measured-etcd5509-b10-R-bad-a1 c1v1-measured-etcd5509-b10-R-bad-a2 c1v1-measured-etcd5509-b10-R-bad-a3,,FOCAL_DEFECT_WITNESS | FOCAL_DEFECT_WITNESS | FOCAL_DEFECT_WITNESS,1,1,0,,136.271,0.640152,
etcd5509,10,B,c1v1-etcd5509-b10,R,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd5509-b10-R-ok-a1,c1v1-measured-etcd5509-b10-R-ok-a2 c1v1-measured-etcd5509-b10-R-ok-a3,PASS,,,,0,0.531,0.01393,
etcd5509,10,B,c1v1-etcd5509-b10,R,V_bad,P3-retain,BLOCK,,P3 decision; flag accept after failure,3,c1v1-measured-etcd5509-b10-R-bad-a1 c1v1-measured-etcd5509-b10-R-bad-a2 c1v1-measured-etcd5509-b10-R-bad-a3,,FOCAL_DEFECT_WITNESS | FOCAL_DEFECT_WITNESS | FOCAL_DEFECT_WITNESS,1,1,0,,136.271,0.640152,
etcd5509,10,B,c1v1-etcd5509-b10,R,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd5509-b10-R-ok-a1,c1v1-measured-etcd5509-b10-R-ok-a2 c1v1-measured-etcd5509-b10-R-ok-a3,PASS,,,,0,0.531,0.01393,
etcd5509,10,B,c1v1-etcd5509-b10,L,V_bad,P1,BLOCK,,first attempt only,1,c1v1-measured-etcd5509-b10-L-bad-a1,c1v1-measured-etcd5509-b10-L-bad-a2 c1v1-measured-etcd5509-b10-L-bad-a3,FOCAL_DEFECT_WITNESS,1,1,0,,45.5,0.026742,
etcd5509,10,B,c1v1-etcd5509-b10,L,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd5509-b10-L-ok-a1,c1v1-measured-etcd5509-b10-L-ok-a2 c1v1-measured-etcd5509-b10-L-ok-a3,PASS,,,,0,0.584,0.001779,
etcd5509,10,B,c1v1-etcd5509-b10,L,V_bad,P3,BLOCK,,"accept on first zero, block after 3 nonzero",3,c1v1-measured-etcd5509-b10-L-bad-a1 c1v1-measured-etcd5509-b10-L-bad-a2 c1v1-measured-etcd5509-b10-L-bad-a3,,FOCAL_DEFECT_WITNESS | FOCAL_DEFECT_WITNESS | FOCAL_DEFECT_WITNESS,1,1,0,,136.37,0.080128,
etcd5509,10,B,c1v1-etcd5509-b10,L,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd5509-b10-L-ok-a1,c1v1-measured-etcd5509-b10-L-ok-a2 c1v1-measured-etcd5509-b10-L-ok-a3,PASS,,,,0,0.584,0.001779,
etcd5509,10,B,c1v1-etcd5509-b10,L,V_bad,P3-retain,BLOCK,,P3 decision; flag accept after failure,3,c1v1-measured-etcd5509-b10-L-bad-a1 c1v1-measured-etcd5509-b10-L-bad-a2 c1v1-measured-etcd5509-b10-L-bad-a3,,FOCAL_DEFECT_WITNESS | FOCAL_DEFECT_WITNESS | FOCAL_DEFECT_WITNESS,1,1,0,,136.37,0.080128,
etcd5509,10,B,c1v1-etcd5509-b10,L,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd5509-b10-L-ok-a1,c1v1-measured-etcd5509-b10-L-ok-a2 c1v1-measured-etcd5509-b10-L-ok-a3,PASS,,,,0,0.584,0.001779,
etcd7492,1,A,c1v1-etcd7492-b01,R,V_bad,P1,BLOCK,,first attempt only,1,c1v1-measured-etcd7492-b01-R-bad-a1,c1v1-measured-etcd7492-b01-R-bad-a2 c1v1-measured-etcd7492-b01-R-bad-a3,FOCAL_DEFECT_WITNESS,1,1,0,,46.808,0.219674,
etcd7492,1,A,c1v1-etcd7492-b01,R,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd7492-b01-R-ok-a1,c1v1-measured-etcd7492-b01-R-ok-a2 c1v1-measured-etcd7492-b01-R-ok-a3,PASS,,,,0,0.468,0.013732,
etcd7492,1,A,c1v1-etcd7492-b01,R,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",3,c1v1-measured-etcd7492-b01-R-bad-a1 c1v1-measured-etcd7492-b01-R-bad-a2 c1v1-measured-etcd7492-b01-R-bad-a3,,FOCAL_DEFECT_WITNESS | FOCAL_DEFECT_WITNESS | PASS,0,1,1,,94.084,0.453432,
etcd7492,1,A,c1v1-etcd7492-b01,R,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd7492-b01-R-ok-a1,c1v1-measured-etcd7492-b01-R-ok-a2 c1v1-measured-etcd7492-b01-R-ok-a3,PASS,,,,0,0.468,0.013732,
etcd7492,1,A,c1v1-etcd7492-b01,R,V_bad,P3-retain,ACCEPT,ACCEPT_WITH_PRIOR_FAILURE,P3 decision; flag accept after failure,3,c1v1-measured-etcd7492-b01-R-bad-a1 c1v1-measured-etcd7492-b01-R-bad-a2 c1v1-measured-etcd7492-b01-R-bad-a3,,FOCAL_DEFECT_WITNESS | FOCAL_DEFECT_WITNESS | PASS,0,1,1,,94.084,0.453432,
etcd7492,1,A,c1v1-etcd7492-b01,R,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd7492-b01-R-ok-a1,c1v1-measured-etcd7492-b01-R-ok-a2 c1v1-measured-etcd7492-b01-R-ok-a3,PASS,,,,0,0.468,0.013732,
etcd7492,1,A,c1v1-etcd7492-b01,L,V_bad,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd7492-b01-L-bad-a1,c1v1-measured-etcd7492-b01-L-bad-a2 c1v1-measured-etcd7492-b01-L-bad-a3,PASS,0,0,0,,0.472,0.001748,
etcd7492,1,A,c1v1-etcd7492-b01,L,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd7492-b01-L-ok-a1,c1v1-measured-etcd7492-b01-L-ok-a2 c1v1-measured-etcd7492-b01-L-ok-a3,PASS,,,,0,0.54,0.001766,
etcd7492,1,A,c1v1-etcd7492-b01,L,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd7492-b01-L-bad-a1,c1v1-measured-etcd7492-b01-L-bad-a2 c1v1-measured-etcd7492-b01-L-bad-a3,PASS,0,0,0,,0.472,0.001748,
etcd7492,1,A,c1v1-etcd7492-b01,L,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd7492-b01-L-ok-a1,c1v1-measured-etcd7492-b01-L-ok-a2 c1v1-measured-etcd7492-b01-L-ok-a3,PASS,,,,0,0.54,0.001766,
etcd7492,1,A,c1v1-etcd7492-b01,L,V_bad,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd7492-b01-L-bad-a1,c1v1-measured-etcd7492-b01-L-bad-a2 c1v1-measured-etcd7492-b01-L-bad-a3,PASS,0,0,0,,0.472,0.001748,
etcd7492,1,A,c1v1-etcd7492-b01,L,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd7492-b01-L-ok-a1,c1v1-measured-etcd7492-b01-L-ok-a2 c1v1-measured-etcd7492-b01-L-ok-a3,PASS,,,,0,0.54,0.001766,
etcd7492,2,A,c1v1-etcd7492-b02,R,V_bad,P1,BLOCK,,first attempt only,1,c1v1-measured-etcd7492-b02-R-bad-a1,c1v1-measured-etcd7492-b02-R-bad-a2 c1v1-measured-etcd7492-b02-R-bad-a3,FOCAL_DEFECT_WITNESS,1,1,0,,46.717,0.219197,
etcd7492,2,A,c1v1-etcd7492-b02,R,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd7492-b02-R-ok-a1,c1v1-measured-etcd7492-b02-R-ok-a2 c1v1-measured-etcd7492-b02-R-ok-a3,PASS,,,,0,0.521,0.014045,
etcd7492,2,A,c1v1-etcd7492-b02,R,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",2,c1v1-measured-etcd7492-b02-R-bad-a1 c1v1-measured-etcd7492-b02-R-bad-a2,c1v1-measured-etcd7492-b02-R-bad-a3,FOCAL_DEFECT_WITNESS | PASS,0,1,1,,47.176,0.232845,
etcd7492,2,A,c1v1-etcd7492-b02,R,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd7492-b02-R-ok-a1,c1v1-measured-etcd7492-b02-R-ok-a2 c1v1-measured-etcd7492-b02-R-ok-a3,PASS,,,,0,0.521,0.014045,
etcd7492,2,A,c1v1-etcd7492-b02,R,V_bad,P3-retain,ACCEPT,ACCEPT_WITH_PRIOR_FAILURE,P3 decision; flag accept after failure,2,c1v1-measured-etcd7492-b02-R-bad-a1 c1v1-measured-etcd7492-b02-R-bad-a2,c1v1-measured-etcd7492-b02-R-bad-a3,FOCAL_DEFECT_WITNESS | PASS,0,1,1,,47.176,0.232845,
etcd7492,2,A,c1v1-etcd7492-b02,R,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd7492-b02-R-ok-a1,c1v1-measured-etcd7492-b02-R-ok-a2 c1v1-measured-etcd7492-b02-R-ok-a3,PASS,,,,0,0.521,0.014045,
etcd7492,2,A,c1v1-etcd7492-b02,L,V_bad,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd7492-b02-L-bad-a1,c1v1-measured-etcd7492-b02-L-bad-a2 c1v1-measured-etcd7492-b02-L-bad-a3,PASS,0,0,0,,0.49,0.001726,
etcd7492,2,A,c1v1-etcd7492-b02,L,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd7492-b02-L-ok-a1,c1v1-measured-etcd7492-b02-L-ok-a2 c1v1-measured-etcd7492-b02-L-ok-a3,PASS,,,,0,0.428,0.001689,
etcd7492,2,A,c1v1-etcd7492-b02,L,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd7492-b02-L-bad-a1,c1v1-measured-etcd7492-b02-L-bad-a2 c1v1-measured-etcd7492-b02-L-bad-a3,PASS,0,0,0,,0.49,0.001726,
etcd7492,2,A,c1v1-etcd7492-b02,L,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd7492-b02-L-ok-a1,c1v1-measured-etcd7492-b02-L-ok-a2 c1v1-measured-etcd7492-b02-L-ok-a3,PASS,,,,0,0.428,0.001689,
etcd7492,2,A,c1v1-etcd7492-b02,L,V_bad,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd7492-b02-L-bad-a1,c1v1-measured-etcd7492-b02-L-bad-a2 c1v1-measured-etcd7492-b02-L-bad-a3,PASS,0,0,0,,0.49,0.001726,
etcd7492,2,A,c1v1-etcd7492-b02,L,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd7492-b02-L-ok-a1,c1v1-measured-etcd7492-b02-L-ok-a2 c1v1-measured-etcd7492-b02-L-ok-a3,PASS,,,,0,0.428,0.001689,
etcd7492,3,A,c1v1-etcd7492-b03,R,V_bad,P1,BLOCK,,first attempt only,1,c1v1-measured-etcd7492-b03-R-bad-a1,c1v1-measured-etcd7492-b03-R-bad-a2 c1v1-measured-etcd7492-b03-R-bad-a3,FOCAL_DEFECT_WITNESS,1,1,0,,46.672,0.219061,
etcd7492,3,A,c1v1-etcd7492-b03,R,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd7492-b03-R-ok-a1,c1v1-measured-etcd7492-b03-R-ok-a2 c1v1-measured-etcd7492-b03-R-ok-a3,PASS,,,,0,0.485,0.013808,
etcd7492,3,A,c1v1-etcd7492-b03,R,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",2,c1v1-measured-etcd7492-b03-R-bad-a1 c1v1-measured-etcd7492-b03-R-bad-a2,c1v1-measured-etcd7492-b03-R-bad-a3,FOCAL_DEFECT_WITNESS | PASS,0,1,1,,47.132,0.232789,
etcd7492,3,A,c1v1-etcd7492-b03,R,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd7492-b03-R-ok-a1,c1v1-measured-etcd7492-b03-R-ok-a2 c1v1-measured-etcd7492-b03-R-ok-a3,PASS,,,,0,0.485,0.013808,
etcd7492,3,A,c1v1-etcd7492-b03,R,V_bad,P3-retain,ACCEPT,ACCEPT_WITH_PRIOR_FAILURE,P3 decision; flag accept after failure,2,c1v1-measured-etcd7492-b03-R-bad-a1 c1v1-measured-etcd7492-b03-R-bad-a2,c1v1-measured-etcd7492-b03-R-bad-a3,FOCAL_DEFECT_WITNESS | PASS,0,1,1,,47.132,0.232789,
etcd7492,3,A,c1v1-etcd7492-b03,R,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd7492-b03-R-ok-a1,c1v1-measured-etcd7492-b03-R-ok-a2 c1v1-measured-etcd7492-b03-R-ok-a3,PASS,,,,0,0.485,0.013808,
etcd7492,3,A,c1v1-etcd7492-b03,L,V_bad,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd7492-b03-L-bad-a1,c1v1-measured-etcd7492-b03-L-bad-a2 c1v1-measured-etcd7492-b03-L-bad-a3,PASS,0,0,0,,0.489,0.001721,
etcd7492,3,A,c1v1-etcd7492-b03,L,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd7492-b03-L-ok-a1,c1v1-measured-etcd7492-b03-L-ok-a2 c1v1-measured-etcd7492-b03-L-ok-a3,PASS,,,,0,0.466,0.001712,
etcd7492,3,A,c1v1-etcd7492-b03,L,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd7492-b03-L-bad-a1,c1v1-measured-etcd7492-b03-L-bad-a2 c1v1-measured-etcd7492-b03-L-bad-a3,PASS,0,0,0,,0.489,0.001721,
etcd7492,3,A,c1v1-etcd7492-b03,L,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd7492-b03-L-ok-a1,c1v1-measured-etcd7492-b03-L-ok-a2 c1v1-measured-etcd7492-b03-L-ok-a3,PASS,,,,0,0.466,0.001712,
etcd7492,3,A,c1v1-etcd7492-b03,L,V_bad,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd7492-b03-L-bad-a1,c1v1-measured-etcd7492-b03-L-bad-a2 c1v1-measured-etcd7492-b03-L-bad-a3,PASS,0,0,0,,0.489,0.001721,
etcd7492,3,A,c1v1-etcd7492-b03,L,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd7492-b03-L-ok-a1,c1v1-measured-etcd7492-b03-L-ok-a2 c1v1-measured-etcd7492-b03-L-ok-a3,PASS,,,,0,0.466,0.001712,
etcd7492,4,A,c1v1-etcd7492-b04,R,V_bad,P1,BLOCK,,first attempt only,1,c1v1-measured-etcd7492-b04-R-bad-a1,c1v1-measured-etcd7492-b04-R-bad-a2 c1v1-measured-etcd7492-b04-R-bad-a3,FOCAL_DEFECT_WITNESS,1,1,0,,46.749,0.219444,
etcd7492,4,A,c1v1-etcd7492-b04,R,V_ok,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd7492-b04-R-ok-a1,c1v1-measured-etcd7492-b04-R-ok-a2 c1v1-measured-etcd7492-b04-R-ok-a3,PASS,,,,0,0.465,0.013725,
etcd7492,4,A,c1v1-etcd7492-b04,R,V_bad,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",3,c1v1-measured-etcd7492-b04-R-bad-a1 c1v1-measured-etcd7492-b04-R-bad-a2 c1v1-measured-etcd7492-b04-R-bad-a3,,FOCAL_DEFECT_WITNESS | FOCAL_DEFECT_WITNESS | PASS,0,1,1,,93.925,0.452259,
etcd7492,4,A,c1v1-etcd7492-b04,R,V_ok,P3,ACCEPT,,"accept on first zero, block after 3 nonzero",1,c1v1-measured-etcd7492-b04-R-ok-a1,c1v1-measured-etcd7492-b04-R-ok-a2 c1v1-measured-etcd7492-b04-R-ok-a3,PASS,,,,0,0.465,0.013725,
etcd7492,4,A,c1v1-etcd7492-b04,R,V_bad,P3-retain,ACCEPT,ACCEPT_WITH_PRIOR_FAILURE,P3 decision; flag accept after failure,3,c1v1-measured-etcd7492-b04-R-bad-a1 c1v1-measured-etcd7492-b04-R-bad-a2 c1v1-measured-etcd7492-b04-R-bad-a3,,FOCAL_DEFECT_WITNESS | FOCAL_DEFECT_WITNESS | PASS,0,1,1,,93.925,0.452259,
etcd7492,4,A,c1v1-etcd7492-b04,R,V_ok,P3-retain,ACCEPT,,P3 decision; flag accept after failure,1,c1v1-measured-etcd7492-b04-R-ok-a1,c1v1-measured-etcd7492-b04-R-ok-a2 c1v1-measured-etcd7492-b04-R-ok-a3,PASS,,,,0,0.465,0.013725,
etcd7492,4,A,c1v1-etcd7492-b04,L,V_bad,P1,ACCEPT,,first attempt only,1,c1v1-measured-etcd7492-b04-L-bad-a1,c1v1-measured-etcd7492-b04-L-bad-a2 c1v1-measured-etcd7492-b04-L-bad-a3,PASS,0,0,0,,0.494,0.00174,
